"name";"RA_ICRS";"DE_ICRS";"dist";"e_dist";"age";"e_age";"FeH";"e_FeH";"Av";"e_Av";"Nc";"alpha_high_ind";"alpha_low_ind";"Mc_ind";"offset_ind";"Mc_left_ind";"Mc_right_ind";"alpha_high_ind_error";"alpha_low_ind_error";"Mc_ind_error";"offset_ind_error";"alpha_high_prim";"alpha_low_prim";"Mc_prim";"offset_prim";"Mc_left_prim";"Mc_right_prim";"alpha_high_prim_error";"alpha_low_prim_error";"Mc_prim_error";"offset_prim_error";"alpha_high_sec";"alpha_low_sec";"Mc_sec";"offset_sec";"Mc_left_sec";"Mc_right_sec";"alpha_high_sec_error";"alpha_low_sec_error";"Mc_sec_error";"offset_sec_error";"alpha_high_prim_sec";"alpha_low_prim_sec";"Mc_prim_sec";"offset_prim_sec";"Mc_left_prim_sec";"Mc_right_prim_sec";"alpha_high_prim_sec_error";"alpha_low_prim_sec_error";"Mc_prim_sec_error";"offset_prim_sec_error";"alpha_high_ind_prim";"alpha_low_ind_prim";"Mc_ind_prim";"offset_ind_prim";"Mc_left_ind_prim";"Mc_right_ind_prim";"alpha_high_ind_prim_error";"alpha_low_ind_prim_error";"Mc_ind_prim_error";"offset_ind_prim_error";"vis_mass_total";"vis_mass_total_error";"mass_total";"mass_total_error";"bin_frac";"average_ratio";"str_frac";"segregation_ratio";"segregation_ratio_std"
"ASCC_110";"300.7551";"33.5543";"1751";"88";"8.695";"0.318";"0.151";"0.038";"1.356";"0.2";"486";"-2.33";"0.0";"-0.12";"1.23";"0.0";"9.0";"0.0";"0.41";"0.06";"0.06";"-0.93";"2.23";"-0.03";"1.26";"2.0";"6.0";"0.06";"0.4";"0.08";"0.0";"-2.19";"3.0";"-0.07";"1.26";"5.0";"6.0";"0.03";"0.52";"0.06";"1.08";"-1.46";"3.0";"-0.06";"1.52";"6.0";"7.0";"0.03";"0.4";"0.07";"1.0";"-1.41";"0.37";"-0.05";"1.51";"1.0";"8.0";"0.0";"0.15";"0.04";"0.0";"333.0";"2.0";"502.0";"50.2";"0.52";"0.81";"0.19";"0.9";"0.0"
"Teutsch_10";"86.0882";"28.8415";"2606";"113";"8.409";"0.16";"-0.22";"0.064";"2.683";"0.074";"508";"-1.73";"0.0";"0.02";"1.33";"0.0";"8.0";"0.0";"0.74";"0.15";"0.15";"-2.49";"0.0";"0.02";"1.54";"0.0";"8.0";"0.0";"0.62";"0.13";"0.0";"-2.97";"1.62";"0.03";"1.47";"5.0";"4.0";"0.05";"1.53";"0.2";"0.7";"-2.29";"2.45";"0.04";"1.67";"7.0";"7.0";"0.05";"0.78";"0.21";"0.52";"-2.09";"0.0";"0.02";"1.65";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"301.0";"2.0";"630.0";"63.0";"0.54";"0.67";"0.19";"0.82";"0.0"
"UPK_467";"121.1521";"-11.5551";"572";"0";"8.0";"0.0";"-0.045";"0.0";"0.01";"0.0";"510";"-2.93";"0.95";"-0.26";"0.72";"3.0";"6.0";"0.06";"1.02";"0.14";"0.14";"-2.78";"1.51";"0.1";"1.48";"4.0";"3.0";"0.05";"1.04";"0.27";"0.45";"-3.0";"0.0";"0.1";"1.23";"5.0";"2.0";"0.12";"4.48";"0.61";"0.77";"-2.8";"0.79";"0.1";"1.67";"5.0";"3.0";"0.04";"0.8";"0.19";"0.26";"-2.52";"0.0";"-0.04";"1.33";"5.0";"5.0";"0.0";"0.15";"0.04";"0.0";"169.0";"2.0";"203.0";"20.3";"0.31";"0.64";"0.19";"0.94";"0.0"
"NGC_7296";"336.9918";"52.3319";"2410";"58";"8.4";"0.176";"-0.089";"0.057";"0.793";"0.076";"507";"-2.46";"0.0";"-0.09";"1.32";"1.0";"9.0";"0.05";"0.4";"0.06";"0.06";"-0.87";"3.0";"0.03";"1.31";"2.0";"6.0";"0.06";"0.56";"0.16";"2.91";"-0.66";"2.01";"-0.08";"1.26";"4.0";"4.0";"0.08";"0.59";"0.07";"0.92";"-1.81";"2.36";"0.03";"1.71";"6.0";"6.0";"0.04";"0.47";"0.12";"0.56";"-1.56";"0.08";"-0.05";"1.63";"1.0";"8.0";"0.0";"0.15";"0.04";"0.0";"374.0";"2.0";"573.0";"57.3";"0.44";"0.63";"0.2";"0.6";"0.0"
"NGC_886";"35.7879";"63.8207";"988";"13";"8.51";"0.11";"-0.017";"0.077";"1.825";"0.082";"508";"-1.39";"0.0";"-0.16";"1.23";"0.0";"8.0";"0.0";"0.34";"0.06";"0.06";"-1.39";"2.92";"-0.05";"1.42";"2.0";"6.0";"0.02";"0.19";"0.04";"0.84";"-0.51";"1.89";"-0.11";"1.4";"4.0";"4.0";"0.11";"0.98";"0.13";"1.01";"-2.22";"1.81";"0.05";"1.87";"7.0";"5.0";"0.06";"0.95";"0.23";"0.57";"-1.4";"0.0";"0.0";"1.6";"3.0";"6.0";"0.0";"0.15";"0.04";"0.0";"403.0";"2.0";"519.0";"51.900000000000006";"0.56";"0.82";"0.19";"0.9";"0.0"
"Gulliver_47";"107.9099";"0.837";"1847";"45";"8.621";"0.039";"-0.116";"0.032";"0.448";"0.051";"509";"-2.28";"0.19";"-0.09";"1.26";"1.0";"9.0";"0.06";"0.45";"0.07";"0.07";"-1.19";"3.0";"-0.02";"1.21";"2.0";"6.0";"0.05";"0.5";"0.12";"2.85";"-1.51";"1.34";"-0.14";"1.07";"3.0";"5.0";"0.11";"0.76";"0.1";"1.31";"-1.52";"1.71";"-0.03";"1.44";"5.0";"6.0";"0.04";"0.31";"0.06";"0.43";"-1.76";"1.12";"-0.06";"1.53";"1.0";"8.0";"0.0";"0.15";"0.04";"0.0";"284.0";"2.0";"412.0";"41.2";"0.41";"0.62";"0.19";"0.75";"0.0"
"NGC_7788";"359.1795";"61.3966";"2690";"106";"7.142";"0.052";"-0.122";"0.028";"1.802";"0.081";"505";"-2.91";"0.0";"0.02";"1.12";"0.0";"7.0";"0.0";"0.74";"0.1";"0.1";"-1.86";"0.0";"0.02";"1.01";"0.0";"6.0";"0.0";"0.59";"0.12";"0.0";"-1.81";"0.56";"-0.05";"0.73";"3.0";"4.0";"0.12";"0.83";"0.18";"0.75";"-1.74";"1.26";"0.1";"1.36";"4.0";"3.0";"0.1";"0.97";"0.26";"0.81";"-2.88";"0.0";"0.02";"1.42";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"102.0";"2.0";"272.0";"27.200000000000003";"0.4";"0.64";"0.2";"";"0.0"
"Pismis_15";"143.6816";"-48.0463";"2089";"103";"9.091";"0.049";"-0.042";"0.048";"2.183";"0.048";"500";"-1.48";"0.06";"0.0";"1.24";"1.0";"7.0";"0.14";"1.06";"0.18";"0.18";"-1.47";"1.69";"0.1";"1.39";"3.0";"5.0";"0.05";"0.73";"0.15";"1.54";"-3.0";"1.37";"0.06";"1.6";"6.0";"2.0";"0.04";"1.5";"0.25";"0.22";"-2.51";"2.04";"0.1";"1.88";"9.0";"3.0";"0.02";"0.83";"0.17";"0.23";"-1.49";"0.57";"0.1";"1.59";"4.0";"5.0";"0.0";"0.15";"0.04";"0.0";"342.0";"2.0";"501.0";"50.1";"0.52";"0.73";"0.21";"0.78";"0.0"
"King_21";"357.481";"62.7052";"2811";"147";"7.196";"0.107";"-0.114";"0.05";"2.597";"0.034";"506";"-2.08";"0.0";"0.02";"1.81";"0.0";"8.0";"0.0";"0.47";"0.14";"0.14";"-1.55";"0.0";"0.02";"1.63";"0.0";"9.0";"0.0";"0.27";"0.09";"0.0";"-1.18";"1.45";"-0.03";"1.22";"5.0";"8.0";"0.07";"0.34";"0.13";"0.52";"-1.4";"1.89";"0.08";"1.65";"7.0";"10.0";"0.04";"0.27";"0.11";"0.39";"-2.0";"0.0";"0.02";"1.95";"0.0";"12.0";"0.0";"0.15";"0.04";"0.0";"518.0";"2.0";"1037.0";"103.7";"0.48";"0.68";"0.21";"";"0.0"
"NGC_7281";"336.2972";"57.8579";"2013";"56";"7.563";"0.093";"0.006";"0.037";"1.747";"0.027";"506";"-1.88";"0.0";"-0.05";"1.44";"0.0";"9.0";"0.0";"0.21";"0.05";"0.05";"-2.41";"0.87";"0.1";"1.62";"2.0";"7.0";"0.14";"0.61";"0.16";"2.92";"-1.45";"1.8";"-0.14";"1.1";"4.0";"5.0";"0.06";"0.62";"0.08";"0.85";"-2.15";"2.34";"-0.02";"1.58";"6.0";"9.0";"0.03";"0.45";"0.1";"0.52";"-2.04";"0.0";"0.07";"1.73";"2.0";"9.0";"0.0";"0.15";"0.04";"0.0";"331.0";"2.0";"486.0";"48.6";"0.49";"0.67";"0.21";"0.88";"0.0"
"Haffner_16";"117.5868";"-25.4628";"2786";"72";"8.324";"0.331";"-0.058";"0.054";"0.388";"0.033";"510";"-0.0";"0.22";"0.1";"0.85";"3.0";"3.0";"3.42";"4.92";"0.92";"0.92";"-2.65";"0.0";"0.03";"1.51";"3.0";"7.0";"0.07";"0.7";"0.15";"1.26";"-3.0";"3.0";"-0.12";"1.09";"6.0";"7.0";"0.02";"0.51";"0.05";"0.58";"-2.58";"3.0";"-0.06";"1.57";"7.0";"9.0";"0.02";"0.48";"0.07";"0.65";"-2.87";"0.0";"0.07";"1.73";"3.0";"6.0";"0.0";"0.15";"0.04";"0.0";"307.0";"2.0";"480.0";"48.0";"0.78";"0.74";"0.16";"0.54";"0.0"
"FSR_0716";"77.7914";"45.7123";"3361";"159";"9.087";"0.036";"-0.262";"0.023";"1.154";"0.071";"515";"-1.66";"0.0";"0.01";"1.19";"2.0";"6.0";"0.1";"0.65";"0.1";"0.1";"-2.77";"2.39";"0.01";"1.42";"2.0";"6.0";"0.02";"0.57";"0.08";"2.09";"-2.88";"1.81";"-0.05";"1.2";"7.0";"4.0";"0.05";"1.48";"0.14";"0.46";"-3.0";"2.61";"0.01";"1.65";"10.0";"5.0";"0.03";"0.99";"0.13";"0.39";"-1.92";"0.0";"-0.01";"1.5";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"313.0";"2.0";"473.0";"47.3";"0.57";"0.74";"0.18";"0.97";"0.0"
"UBC_500";"162.7053";"-55.8775";"2292";"51";"8.309";"0.221";"0.024";"0.042";"1.318";"0.072";"505";"-2.26";"0.0";"-0.08";"1.42";"0.0";"9.0";"0.0";"0.4";"0.06";"0.06";"-1.7";"1.5";"0.03";"1.35";"2.0";"6.0";"0.06";"0.55";"0.12";"0.0";"-2.76";"2.45";"-0.02";"1.29";"6.0";"3.0";"0.03";"0.96";"0.11";"0.46";"-2.41";"3.0";"0.02";"1.65";"7.0";"7.0";"0.02";"0.5";"0.1";"0.58";"-1.98";"0.0";"-0.07";"1.63";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"317.0";"2.0";"545.0";"54.5";"0.4";"0.76";"0.19";"0.97";"0.0"
"DC_3";"111.7505";"-37.5192";"7949";"228";"9.433";"0.043";"-0.329";"0.031";"1.216";"0.056";"504";"-0.94";"0.0";"0.02";"1.04";"0.0";"6.0";"0.0";"6.57";"0.7";"0.7";"-1.89";"0.0";"0.02";"1.04";"0.0";"7.0";"0.0";"3.12";"0.34";"0.0";"-0.77";"0.0";"-0.38";"0.71";"1.0";"6.0";"0.3";"0.6";"0.13";"0.01";"-0.0";"1.31";"0.1";"1.4";"7.0";"1.0";"2458008.59";"184909361.95";"21710208.91";"1.13";"-1.4";"0.0";"0.02";"1.22";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"133.0";"2.0";"851.0";"85.10000000000001";"0.57";"0.48";"0.2";"";"0.0"
"Gulliver_27";"146.0707";"-54.1086";"2537";"94";"8.2";"0.196";"-0.008";"0.038";"1.794";"0.09";"492";"-1.91";"0.0";"0.04";"1.54";"1.0";"8.0";"0.07";"0.45";"0.1";"0.1";"-1.03";"0.0";"-0.03";"1.28";"0.0";"8.0";"0.0";"0.28";"0.07";"0.0";"-1.16";"1.37";"0.05";"1.34";"6.0";"2.0";"0.08";"0.97";"0.15";"0.6";"-1.63";"2.58";"0.02";"1.62";"6.0";"7.0";"0.03";"0.39";"0.1";"0.51";"-1.5";"0.0";"0.02";"1.67";"1.0";"9.0";"0.0";"0.15";"0.04";"0.0";"400.0";"2.0";"638.0";"63.8";"0.41";"0.7";"0.21";"0.81";"0.0"
"Stock_10";"84.9381";"37.8819";"351";"1";"8.132";"0.122";"-0.12";"0.096";"0.683";"0.129";"518";"-1.79";"0.0";"-0.26";"1.05";"3.0";"6.0";"0.08";"0.4";"0.07";"0.07";"-0.87";"0.19";"-0.06";"0.82";"3.0";"4.0";"0.15";"0.2";"0.05";"0.61";"-2.71";"0.0";"-0.08";"0.71";"3.0";"4.0";"0.1";"1.07";"0.13";"0.8";"-1.49";"0.33";"-0.06";"1.09";"4.0";"4.0";"0.04";"0.17";"0.03";"0.26";"-1.61";"0.0";"-0.21";"1.21";"3.0";"7.0";"0.0";"0.15";"0.04";"0.0";"157.0";"2.0";"199.0";"19.9";"0.2";"0.74";"0.24";"0.86";"0.0"
"FSR_0852";"88.3592";"25.1988";"2609";"68";"7.375";"0.456";"-0.188";"0.05";"2.158";"0.099";"520";"-2.19";"0.0";"-0.05";"1.48";"0.0";"8.0";"0.0";"0.54";"0.1";"0.1";"-1.68";"0.0";"-0.05";"1.48";"0.0";"7.0";"0.0";"0.48";"0.11";"0.0";"-2.28";"1.49";"0.03";"1.45";"5.0";"5.0";"0.04";"0.48";"0.14";"0.31";"-1.3";"2.75";"-0.03";"1.47";"7.0";"8.0";"0.08";"0.41";"0.1";"1.06";"-2.17";"0.0";"-0.05";"1.74";"0.0";"10.0";"0.0";"0.15";"0.04";"0.0";"349.0";"2.0";"698.0";"69.8";"0.49";"0.79";"0.19";"0.89";"0.0"
"Ruprecht_45";"119.8917";"-16.2893";"3914";"162";"9.643";"0.082";"-0.128";"0.043";"0.131";"0.022";"524";"-2.0";"0.39";"0.01";"1.28";"4.0";"4.0";"0.16";"7.88";"0.46";"0.46";"-0.81";"3.0";"0.07";"1.45";"7.0";"1.0";"0.05";"6.92";"0.53";"1.62";"-2.59";"2.35";"-0.07";"1.35";"6.0";"2.0";"0.02";"1.18";"0.04";"0.29";"-0.95";"2.7";"0.04";"1.81";"11.0";"1.0";"537691.84";"50647711.44";"4009587.8";"0.13";"-1.25";"0.94";"0.05";"1.56";"7.0";"2.0";"0.0";"0.15";"0.04";"0.0";"345.0";"2.0";"536.0";"53.6";"0.53";"0.75";"0.17";"1.1";"0.0"
"Teutsch_66";"143.3658";"-52.4037";"3993";"399";"7.01";"0.062";"-0.078";"0.04";"3.21";"0.057";"502";"-2.37";"0.0";"0.02";"1.88";"0.0";"8.0";"0.0";"0.38";"0.12";"0.12";"-2.0";"0.0";"0.02";"1.94";"0.0";"8.0";"0.0";"0.23";"0.08";"0.0";"-1.89";"1.91";"0.1";"1.5";"8.0";"9.0";"0.04";"0.44";"0.13";"0.48";"-1.47";"2.68";"0.1";"1.73";"9.0";"11.0";"0.06";"0.39";"0.13";"0.73";"-2.07";"0.0";"0.02";"2.08";"0.0";"10.0";"0.0";"0.15";"0.04";"0.0";"562.0";"3.0";"1518.0";"151.8";"0.57";"0.72";"0.21";"";"0.0"
"Berkeley_30";"104.4364";"3.2298";"4091";"139";"8.642";"0.029";"-0.199";"0.04";"1.596";"0.027";"519";"-2.06";"0.0";"0.02";"1.44";"0.0";"8.0";"0.0";"0.46";"0.08";"0.08";"-2.27";"0.0";"0.02";"1.56";"0.0";"8.0";"0.0";"0.51";"0.1";"0.0";"-1.92";"1.32";"0.02";"1.49";"5.0";"3.0";"0.09";"1.98";"0.28";"0.55";"-2.21";"2.04";"0.06";"1.75";"8.0";"6.0";"0.03";"0.51";"0.11";"0.34";"-2.29";"0.0";"0.02";"1.77";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"388.0";"2.0";"857.0";"85.7";"0.55";"0.67";"0.21";"";"0.0"
"Berkeley_95";"337.0777";"59.1274";"3319";"116";"7.081";"0.054";"-0.08";"0.057";"3.801";"0.061";"516";"-0.85";"0.0";"0.02";"1.59";"0.0";"8.0";"0.0";"0.36";"0.17";"0.17";"-0.4";"0.0";"0.02";"1.48";"0.0";"9.0";"0.0";"0.28";"0.17";"0.0";"-0.49";"1.04";"0.1";"1.53";"4.0";"5.0";"0.2";"0.45";"0.25";"0.74";"-0.36";"1.69";"0.1";"1.78";"4.0";"6.0";"0.14";"0.31";"0.19";"0.87";"-0.68";"0.0";"0.02";"1.84";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"1290.0";"2.0";"1668.0";"166.8";"0.56";"0.65";"0.24";"";"0.0"
"Czernik_30";"112.7985";"-9.9492";"6253";"361";"9.489";"0.039";"-0.314";"0.058";"0.976";"0.056";"521";"-0.0";"0.23";"-0.08";"0.8";"0.0";"7.0";"0.0";"3.07";"0.26";"0.26";"-0.0";"0.0";"0.0";"1.23";"0.0";"8.0";"0.0";"2.43";"0.2";"0.0";"-3.0";"1.16";"-0.01";"1.39";"6.0";"2.0";"0.04";"2.65";"0.1";"0.51";"-0.0";"2.09";"0.1";"1.78";"10.0";"1.0";"460566.63";"107816135.63";"11742266.0";"0.33";"-0.0";"0.0";"-0.03";"1.3";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"277.0";"2.0";"818.0";"81.80000000000001";"0.76";"0.7";"0.2";"";"0.0"
"Ruprecht_111";"219.013";"-59.9733";"1388";"25";"9.058";"0.043";"0.035";"0.062";"1.706";"0.115";"511";"-1.88";"1.17";"0.0";"1.35";"3.0";"5.0";"0.08";"1.07";"0.17";"0.17";"-0.46";"2.5";"0.04";"1.34";"3.0";"6.0";"0.06";"0.76";"0.16";"1.16";"-1.88";"1.72";"-0.02";"1.47";"5.0";"4.0";"0.08";"1.68";"0.25";"0.64";"-0.87";"2.74";"-0.02";"1.66";"7.0";"5.0";"0.02";"0.32";"0.06";"0.34";"-0.93";"0.65";"0.04";"1.58";"4.0";"5.0";"0.0";"0.15";"0.04";"0.0";"441.0";"2.0";"508.0";"50.8";"0.56";"0.71";"0.19";"0.94";"0.0"
"UBC_377";"314.8401";"45.8477";"2539";"100";"7.469";"0.119";"-0.008";"0.041";"1.758";"0.067";"507";"-2.02";"0.0";"-0.04";"1.38";"0.0";"9.0";"0.0";"0.37";"0.09";"0.09";"-1.88";"0.0";"-0.06";"1.54";"0.0";"8.0";"0.0";"0.39";"0.09";"0.0";"-1.67";"1.78";"-0.08";"1.14";"6.0";"9.0";"0.06";"0.34";"0.07";"0.9";"-1.68";"3.0";"-0.07";"1.52";"6.0";"11.0";"0.03";"0.33";"0.09";"0.79";"-1.85";"0.0";"-0.07";"1.6";"0.0";"11.0";"0.0";"0.15";"0.04";"0.0";"351.0";"3.0";"640.0";"64.0";"0.6";"0.86";"0.21";"0.91";"0.0"
"UBC_475";"123.8921";"-33.9119";"1962";"42";"8.109";"0.136";"-0.058";"0.071";"0.82";"0.045";"505";"-2.32";"0.0";"-0.2";"0.96";"0.0";"8.0";"0.0";"0.78";"0.1";"0.1";"-2.2";"1.17";"0.1";"1.17";"2.0";"5.0";"0.15";"0.93";"0.23";"2.79";"-1.74";"1.26";"-0.06";"0.81";"3.0";"4.0";"0.13";"0.87";"0.13";"1.48";"-2.83";"1.42";"0.09";"1.55";"4.0";"4.0";"0.05";"0.86";"0.21";"0.66";"-2.14";"0.0";"-0.12";"1.27";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"115.0";"2.0";"254.0";"25.4";"0.35";"0.61";"0.19";"0.76";"0.0"
"NGC_5593";"216.4261";"-54.8009";"1002";"12";"8.297";"0.076";"-0.011";"0.053";"0.916";"0.065";"505";"-1.28";"0.0";"-0.22";"0.99";"0.0";"7.0";"0.0";"0.42";"0.08";"0.08";"-2.08";"3.0";"-0.01";"1.27";"2.0";"5.0";"0.05";"0.51";"0.09";"2.33";"-3.0";"2.24";"-0.11";"0.89";"4.0";"4.0";"0.03";"0.94";"0.08";"0.78";"-2.07";"2.54";"-0.06";"1.3";"5.0";"6.0";"0.02";"0.39";"0.07";"0.38";"-1.51";"1.09";"-0.09";"1.3";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"175.0";"2.0";"244.0";"24.4";"0.48";"0.62";"0.19";"0.8";"0.0"
"Ruprecht_100";"181.4912";"-62.6369";"2843";"114";"8.165";"0.483";"0.067";"0.057";"1.842";"0.084";"478";"-1.36";"0.62";"0.08";"1.36";"1.0";"7.0";"0.07";"0.41";"0.11";"0.11";"-1.43";"0.0";"0.02";"1.57";"0.0";"8.0";"0.0";"0.22";"0.06";"0.0";"-0.8";"2.05";"0.03";"1.45";"7.0";"3.0";"0.13";"1.87";"0.39";"0.64";"-2.03";"2.8";"0.06";"1.87";"8.0";"8.0";"0.03";"0.49";"0.14";"0.52";"-1.47";"0.0";"0.01";"1.74";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"494.0";"2.0";"716.0";"71.60000000000001";"0.61";"0.74";"0.2";"0.93";"0.0"
"Haffner_23";"107.4003";"-16.8847";"1965";"51";"8.695";"0.097";"-0.021";"0.038";"0.839";"0.081";"524";"-1.98";"0.07";"-0.08";"1.33";"1.0";"7.0";"0.06";"0.39";"0.06";"0.06";"-0.0";"0.65";"-0.02";"1.01";"2.0";"6.0";"0.23";"0.31";"0.08";"1.92";"-1.62";"1.12";"0.07";"1.39";"5.0";"3.0";"0.08";"1.38";"0.25";"0.57";"-0.65";"2.34";"-0.02";"1.5";"5.0";"4.0";"0.02";"0.16";"0.04";"0.17";"-0.98";"0.0";"-0.12";"1.45";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"332.0";"2.0";"503.0";"50.3";"0.41";"0.68";"0.19";"0.76";"0.0"
"UBC_379";"313.2727";"48.5297";"2074";"150";"7.407";"0.35";"0.042";"0.04";"2.81";"0.141";"521";"-1.6";"0.0";"0.02";"1.29";"0.0";"8.0";"0.0";"0.39";"0.1";"0.1";"-1.65";"0.0";"-0.15";"1.2";"0.0";"7.0";"0.0";"0.66";"0.15";"0.0";"-1.56";"2.69";"-0.03";"1.13";"4.0";"4.0";"0.07";"1.14";"0.24";"1.31";"-1.42";"3.0";"-0.06";"1.42";"3.0";"5.0";"0.05";"0.56";"0.13";"1.93";"-1.74";"0.0";"-0.04";"1.53";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"213.0";"2.0";"415.0";"41.5";"0.46";"0.86";"0.16";"0.68";"0.0"
"FSR_1180";"108.8862";"-9.4497";"2552";"69";"8.713";"0.236";"-0.115";"0.016";"1.595";"0.096";"533";"-1.4";"1.72";"0.03";"1.41";"2.0";"6.0";"0.04";"0.46";"0.1";"0.1";"-0.32";"1.5";"0.04";"1.27";"2.0";"7.0";"0.07";"0.28";"0.07";"2.03";"-2.0";"1.6";"0.01";"1.56";"5.0";"4.0";"0.04";"0.6";"0.1";"0.43";"-1.13";"2.02";"0.06";"1.75";"8.0";"5.0";"0.04";"0.56";"0.14";"0.39";"-0.75";"2.27";"0.02";"1.6";"2.0";"7.0";"0.0";"0.15";"0.04";"0.0";"530.0";"2.0";"623.0";"62.3";"0.55";"0.68";"0.2";"0.96";"0.0"
"BH_37";"128.9501";"-43.6138";"3345";"206";"8.379";"0.535";"-0.044";"0.067";"3.427";"0.046";"527";"-1.57";"0.0";"0.02";"1.46";"0.0";"8.0";"0.0";"0.53";"0.16";"0.16";"-1.17";"0.0";"0.02";"1.42";"0.0";"8.0";"0.0";"0.36";"0.12";"0.0";"-1.86";"1.63";"0.1";"1.63";"5.0";"3.0";"0.09";"1.64";"0.42";"0.63";"-0.57";"2.15";"0.1";"1.47";"9.0";"6.0";"0.07";"0.63";"0.2";"0.59";"-1.32";"0.0";"0.02";"1.67";"0.0";"9.0";"0.0";"0.15";"0.04";"0.0";"444.0";"2.0";"947.0";"94.7";"0.55";"0.67";"0.21";"";"0.0"
"UPK_418";"112.4759";"5.579";"825";"0";"8.0";"0.0";"-0.068";"0.0";"0.062";"0.0";"533";"-1.69";"0.0";"-0.3";"0.49";"1.0";"6.0";"0.12";"0.81";"0.13";"0.13";"-0.4";"0.03";"0.05";"0.73";"2.0";"4.0";"1.76";"0.88";"0.27";"2.87";"-2.38";"0.26";"0.06";"1.0";"3.0";"3.0";"0.22";"1.84";"0.39";"1.58";"-0.47";"1.79";"-0.28";"0.9";"1.0";"6.0";"0.11";"0.43";"0.1";"2.49";"-1.32";"0.0";"-0.29";"0.99";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"83.0";"2.0";"125.0";"12.5";"0.39";"0.69";"0.2";"0.86";"0.0"
"UBC_194";"37.7173";"48.3366";"1276";"28";"8.486";"0.032";"-0.112";"0.063";"0.772";"0.078";"539";"-2.59";"0.0";"-0.15";"0.95";"1.0";"7.0";"0.04";"0.4";"0.05";"0.05";"-0.66";"1.18";"0.03";"1.03";"2.0";"5.0";"0.28";"0.88";"0.22";"3.28";"-1.73";"3.0";"-0.14";"0.89";"3.0";"5.0";"0.05";"0.52";"0.06";"1.32";"-1.17";"2.94";"-0.1";"1.34";"3.0";"5.0";"0.06";"0.56";"0.12";"1.39";"-1.61";"0.0";"-0.15";"1.32";"1.0";"7.0";"0.0";"0.15";"0.04";"0.0";"178.0";"2.0";"280.0";"28.0";"0.38";"0.61";"0.18";"0.7";"0.0"
"UBC_549";"252.1401";"-46.9336";"2266";"124";"7.294";"0.05";"0.155";"0.065";"2.326";"0.055";"499";"-2.35";"0.0";"0.02";"1.53";"0.0";"14.0";"0.0";"0.23";"0.06";"0.06";"-1.75";"0.01";"0.08";"1.67";"1.0";"10.0";"0.07";"0.28";"0.09";"0.0";"-1.6";"3.0";"-0.02";"1.42";"6.0";"9.0";"0.03";"0.32";"0.09";"0.64";"-1.82";"3.0";"0.04";"1.78";"7.0";"13.0";"0.03";"0.29";"0.09";"0.72";"-1.98";"2.67";"0.07";"1.85";"2.0";"13.0";"0.0";"0.15";"0.04";"0.0";"582.0";"3.0";"973.0";"97.3";"0.58";"0.84";"0.19";"";"0.0"
"King_16";"10.9122";"64.178";"2506";"46";"7.378";"0.322";"-0.063";"0.055";"2.528";"0.049";"528";"-1.31";"0.0";"0.02";"1.47";"0.0";"7.0";"0.0";"0.46";"0.14";"0.14";"-1.32";"0.0";"0.02";"1.41";"0.0";"9.0";"0.0";"0.22";"0.07";"0.0";"-1.43";"1.05";"0.1";"1.48";"4.0";"4.0";"0.04";"0.23";"0.11";"0.19";"-1.54";"1.92";"0.1";"1.67";"6.0";"8.0";"0.03";"0.24";"0.1";"0.29";"-1.34";"0.0";"0.02";"1.66";"0.0";"11.0";"0.0";"0.15";"0.04";"0.0";"409.0";"2.0";"615.0";"61.5";"0.48";"0.66";"0.2";"0.38";"0.0"
"UBC_275";"167.7101";"-65.7146";"3471";"51";"8.267";"0.223";"0.002";"0.033";"1.625";"0.038";"505";"-2.67";"0.0";"0.02";"1.49";"0.0";"7.0";"0.0";"0.39";"0.07";"0.07";"-1.91";"0.0";"0.02";"1.45";"0.0";"6.0";"0.0";"0.54";"0.12";"0.0";"-1.08";"1.99";"-0.0";"1.21";"5.0";"3.0";"0.06";"0.82";"0.1";"0.61";"-2.19";"3.0";"0.03";"1.55";"7.0";"8.0";"0.02";"0.38";"0.08";"0.55";"-2.29";"0.0";"0.02";"1.73";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"249.0";"2.0";"526.0";"52.6";"0.5";"0.81";"0.23";"0.55";"0.0"
